uniqueCell_ID,POINT_X,POINT_Y,country,countryGID,GID_1,province,lcc2000,lcc2005,lcc2008,lcc2011,lcc2014,suitability,treecover,acc_min,urban
2463,101.086879123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00101188861299306,79.5769348144531,118.370361328125,0
2464,101.089059123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000961915182415396,83.5858917236328,125.015533447266,0
2465,101.091239123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000919031794182956,85.8577270507813,130.293029785156,0
2466,101.093419123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000876148347742856,84.6682357788086,135.570510864258,0
2467,101.095599123,22.547456619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000833264901302755,86.4953079223633,140.848007202148,0
2468,101.097779123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,8,8,0.000774885120335966,85.4490051269531,141.196502685547,0
2469,101.099959123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,8,8,0.000714640074875206,80.7156143188477,141.253372192383,0
2470,101.115219123,22.547456619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000650622940156609,67.3429870605469,156.811508178711,0
2471,101.117399123,22.547456619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000630940485280007,45.7634811401367,160.836242675781,0
2472,101.119579123,22.547456619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000611258088611066,34.1056861877441,164.860977172852,0
2473,101.145739123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000656033284030855,77.548225402832,285.880432128906,0
2474,101.147919123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000640971935354173,73.7242431640625,299.798858642578,0
2475,101.150099123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000625059416051954,72.92041015625,313.71728515625,0
2476,101.152279123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000609146896749735,76.5081481933594,327.635711669922,0
2477,101.154459123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000592851953115314,72.6982727050781,342.050323486328,0
2478,101.156639123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000574088946450502,73.3936920166016,358.639984130859,0
2479,101.158819123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000555325939785689,78.7709503173828,375.229675292969,0
2480,101.160999123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000536562874913216,79.1216812133789,391.8193359375,0
2481,101.163179123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000519957859069109,72.5147247314453,407.706329345703,0
2482,101.165359123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000508121971506625,69.5180969238281,422.360809326172,0
2483,101.167539123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000496286142151803,78.1415710449219,437.015289306641,0
2484,101.169719123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000484450254589319,76.3952255249023,451.669769287109,0
2485,101.171899123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00047108274884522,78.2811126708984,464.879608154297,0
2486,101.174079123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000456114066764712,80.1906509399414,476.861236572266,0
2487,101.176259123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000441145355580375,81.2682113647461,488.842834472656,0
2488,101.178439123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000426176644396037,77.5730590820313,500.824432373047,0
2489,101.180619123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000429948238888755,76.5503997802734,513.634216308594,0
2490,101.182799123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000443106924649328,79.8422698974609,526.769470214844,0
2491,101.184979123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000456265639513731,72.5968856811524,539.904724121094,0
2492,101.187159123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000469424354378134,75.9776458740234,553.039978027344,0
2493,101.328859123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000409046973800287,67.0484313964844,558.143188476563,0
2494,101.331039123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000496376014780253,71.3649673461914,553.498413085938,0
2495,101.333219123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000608044618275017,72.9122467041016,548.26806640625,0
2496,101.335399123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000719713163562119,72.1933822631836,543.037658691406,0
2497,101.337579123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000827375857625157,71.5221252441406,537.982299804688,0
2498,101.339759123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00082867278251797,75.4439468383789,534.742370605469,0
2499,101.341939123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000829969765618444,80.8877105712891,531.50244140625,0
2500,101.344119123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000831266748718917,82.9380111694336,528.262512207031,0
2501,101.346299123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000838238745927811,80.4463958740234,526.201049804688,0
2502,101.348479123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000866096292156726,70.036735534668,527.403442382813,0
2503,101.350659123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000893953838385642,76.5549850463867,528.605834960938,0
2504,101.352839123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000921811384614557,81.3060989379883,529.808227539063,0
2505,101.355019123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000920106424018741,80.1159515380859,529.067138671875,0
2506,101.357199123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000872363394591957,83.1210174560547,525.879211425781,0
2507,101.359379123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000824620423372835,75.8627166748047,522.691284179688,0
2508,101.361559123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000776877393946052,59.2692489624024,519.503356933594,0
2509,101.363739123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000732031359802932,78.136116027832,510.952697753906,0
2510,101.365919123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000689385051373392,85.8326416015625,499.115692138672,0
2511,101.368099123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000646738742943853,86.3637313842773,487.278686523438,0
2512,101.370279123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000604092434514314,82.6106948852539,475.441680908203,0
2513,101.372459123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000587995222304016,71.6890411376953,466.746643066406,0
2514,101.374639123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000580948311835527,60.3100128173828,458.849884033203,0
2515,101.376819123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000573901343159378,54.6360473632813,450.953155517578,0
2516,101.378999123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000566854374483228,56.7631378173828,443.056396484375,0
2517,101.381179123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000596383586525917,62.3655891418457,432.707824707031,0
2518,101.383359123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000628957815933973,42.5898513793945,422.295837402344,0
2519,101.385539123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000661532045342028,55.8209571838379,411.883819580078,0
2520,101.387719123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00069839577190578,61.4566040039063,401.039916992188,0
2521,101.389899123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000773644831497222,59.201301574707,387.789306640625,0
2522,101.392079123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000848893891088665,50.3489418029785,374.538665771484,0
2523,101.394259123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000924142950680107,66.558235168457,361.288055419922,0
2524,101.396439123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000984431826509535,63.3834953308106,348.180389404297,0
2525,101.398619123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.0010058453772217,64.9860229492188,335.363586425781,0
2526,101.400799123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00102725881151855,74.8172225952149,322.546813964844,0
2527,101.402979123,22.547456619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00104867236223072,54.5040397644043,309.730041503906,0
2528,101.405159123,22.547456619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00105510093271732,31.9001750946045,297.656158447266,0
2529,101.407339123,22.547456619,China,CHN,CHN.30_1,"",17,17,17,17,17,0.0010435989825055,45.2847785949707,286.304992675781,0
2530,101.409519123,22.547456619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00103209703229368,30.7064170837402,274.953826904297,0
2531,101.411699123,22.547456619,China,CHN,CHN.30_1,"",17,17,17,17,17,0.00102059496566653,21.5974636077881,263.602661132813,0
2532,101.413879123,22.547456619,China,CHN,CHN.30_1,"",17,17,17,17,17,0.00102354702539742,31.1210823059082,252.782943725586,0
2533,101.416059123,22.547456619,China,CHN,CHN.30_1,"",17,17,17,17,17,0.00103489262983203,36.7303237915039,242.208435058594,0
2534,101.418239123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00104623823426664,53.2180709838867,231.633941650391,0
2535,101.420419123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00105758395511657,9.76697635650635,221.059448242187,0
2536,101.422599123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00100776390172541,30.2575607299805,211.438354492187,0
2537,101.424779123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.000943595892749727,65.7950897216797,201.97038269043,0
2538,101.426959123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.000879427941981703,59.6576957702637,192.502410888672,0
2539,101.429139123,22.547456619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.000815259991213679,66.1964874267578,183.22673034668,0
2540,101.431319123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.000882506312336773,25.5767364501953,178.688537597656,0
2541,101.433499123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.000951434252783656,14.297474861145,174.150360107422,0
2542,101.435679123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.0010203622514382,38.0965385437012,169.612182617188,0
2543,101.437859123,22.547456619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00111596984788775,51.9263916015625,163.222595214844,0
2544,101.440039123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00134685251396149,59.5591468811035,150.127960205078,0
2545,101.442219123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00157773529645056,68.8564300537109,137.033309936523,0
2546,101.444399123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00180861807893962,67.0813751220703,123.938667297363,0
2547,101.446579123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00196809158660471,45.8011817932129,110.808204650879,0
2548,101.448759123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00199023983441293,44.1240348815918,97.6225814819336,0
2549,101.450939123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00201238808222115,30.6443958282471,84.4369583129883,0
2550,101.453119123,22.547456619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00203453609719872,20.5743446350098,71.2513427734375,0
2551,100.768599123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000702228280715644,71.1384582519531,345.131591796875,0
2552,100.770779123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000692731700837612,69.3638687133789,349.682891845703,0
2553,100.772959123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00073132710531354,69.5880813598633,360.523284912109,0
2554,100.775139123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000771148828789592,70.747917175293,371.363647460938,0
2555,100.777319123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000810970610473305,71.3264083862305,382.204010009766,0
2556,100.779499123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000837401486933231,73.9173736572266,393.332855224609,0
2557,100.781679123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000789415906183422,68.3727722167969,405.587219238281,0
2558,100.783859123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000741430325433612,67.40673828125,417.841583251953,0
2559,100.786039123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000693444744683802,62.8514022827149,430.095947265625,0
2560,100.788219123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000657905882690102,60.1492538452149,440.101135253906,0
2561,100.790399123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000647652079351246,61.0650596618652,446.458312988281,0
2562,100.792579123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000637398276012391,61.8820648193359,452.815490722656,0
2563,100.794759123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000627144472673535,60.0307312011719,459.172637939453,0
2564,100.796939123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000591958058066666,65.5179214477539,464.436492919922,0
2565,100.799119123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000532551144715399,68.6605606079102,468.837005615234,0
2566,100.801299123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00047314417315647,49.7531242370606,473.237518310547,0
2567,100.803479123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000413737230701372,61.3442497253418,477.638031005859,0
2568,100.805659123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000414487440139055,64.7432403564453,475.415191650391,0
2569,100.807839123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000442950811702758,72.6083908081055,470.818237304688,0
2570,100.810019123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00047141415416263,79.9039001464844,466.221252441406,0
2571,100.812199123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000499877554830164,67.4595489501953,461.624298095703,0
2572,100.814379123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000618313322775066,54.292854309082,457.037109375,0
2573,100.816559123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000751155137550086,50.9213905334473,452.450836181641,0
2574,100.818739123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000883996894117445,56.5636405944824,447.864562988281,0
2575,100.820919123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00101058650761843,62.3029823303223,443.253540039063,0
2576,100.823099123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000984555575996637,52.9713859558106,438.394989013672,0
2577,100.825279123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000958524644374847,50.4781227111817,433.536407470703,0
2578,100.827459123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000932493654545397,54.7048454284668,428.677856445313,0
2579,100.829639123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.0009107775404118,49.8838844299316,425.925323486328,0
2580,100.831819123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000904655957128853,45.9184303283691,428.917694091797,0
2581,100.833999123,22.545366619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.000898534373845905,22.5134792327881,431.910034179688,0
2582,100.836179123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000892412790562958,33.837085723877,434.902404785156,0
2583,100.838359123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000875246070791036,62.2211303710938,442.053771972656,0
2584,100.840539123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000841097848024219,62.085205078125,454.379119873047,0
2585,100.842719123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000806949567049742,65.1489639282227,466.704467773438,0
2586,100.844899123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000772801344282925,74.1708221435547,479.029846191406,0
2587,100.847079123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000750399252865464,76.5673675537109,489.560638427734,0
2588,100.849259123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000736805610358715,70.5412673950195,499.005493164063,0
2589,100.851439123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000723211967851967,74.6235046386719,508.450317382813,0
2590,100.853619123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000709618325345218,77.6943893432617,517.895141601563,0
2591,100.855799123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000643509963992983,64.3510589599609,520.716247558594,0
2592,100.857979123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000559787556994706,58.0998687744141,521.885131835938,0
2593,100.860159123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00047606514999643,53.606201171875,523.054077148438,0
2594,100.862339123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000392342742998153,53.9575119018555,524.223022460938,0
2595,100.864519123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000381057558115572,71.9438400268555,515.174194335938,0
2596,100.866699123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000375543953850865,49.9997406005859,505.892761230469,0
2597,100.868879123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000370030349586159,54.839542388916,496.611297607422,0
2598,100.871059123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000366009946446866,69.8380813598633,489.940307617188,0
2599,100.873239123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00037491341936402,68.6727600097656,497.488800048828,0
2600,100.875419123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000383816892281175,41.7309951782227,505.037292480469,0
2601,100.877599123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000392720365198329,32.0521774291992,512.585754394531,0
2602,100.879779123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000402934150770307,63.2559623718262,521.529418945313,0
2603,100.881959123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000416501541621983,72.3017120361328,533.274230957031,0
2604,100.884139123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00043006893247366,78.0815734863281,545.018981933594,0
2605,100.886319123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000443636323325336,72.3507308959961,556.763732910156,0
2606,100.888499123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000454326189355925,74.5586242675781,568.023620605469,0
2607,100.890679123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00046161498175934,72.2213821411133,578.817321777344,0
2608,100.892859123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000468903803266585,77.2587356567383,589.610961914063,0
2609,100.895039123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00047619262477383,78.907470703125,600.404663085938,0
2610,100.897219123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000492871215101332,69.2464370727539,601.20361328125,0
2611,100.899399123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000514931161887944,65.2240295410156,597.453674316406,0
2612,100.901579123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000536991108674556,66.7729415893555,593.703735351563,0
2613,100.903759123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000559051055461168,80.0356292724609,589.953796386719,0
2614,100.905939123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000567431969102472,66.7302551269531,581.576904296875,0
2615,100.908119123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000572667631786317,57.866382598877,572.475341796875,0
2616,100.910299123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000577903352677822,57.1982269287109,563.373779296875,0
2617,100.912479123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000583139015361667,52.9192504882813,554.102905273438,0
2618,100.914659123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000585804111324251,36.9236373901367,540.965515136719,0
2619,100.916839123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000588444352615625,35.3539733886719,527.828125,0
2620,100.919019123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000591084593906999,46.7850151062012,514.690734863281,0
2621,100.921199123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000585377041716129,63.6953659057617,503.768524169922,0
2622,100.923379123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000538266671355814,74.7967987060547,500.73046875,0
2623,100.925559123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00049115635920316,74.9426574707031,497.692413330078,0
2624,100.927739123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000444046017946675,65.845329284668,494.654357910156,0
2625,100.929919123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000404678663471714,58.9468231201172,489.275665283203,0
2626,100.932099123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000380001118173823,63.425666809082,480.337493896484,0
2627,100.934279123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000355323572875932,67.3736114501953,471.399322509766,0
2628,100.936459123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000330646027578041,83.8212661743164,462.461151123047,0
2629,100.938639123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000340960512403399,79.1426086425781,453.067993164063,0
2630,100.940819123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000383249076548964,79.5270462036133,443.337249755859,0
2631,100.942999123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000425537669798359,85.0854187011719,433.606506347656,0
2632,100.945179123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000467826233943924,82.5047988891602,423.875762939453,0
2633,100.947359123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000513852864969522,76.7212295532227,411.86572265625,0
2634,100.949539123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000561482214834541,73.4516448974609,399.101776123047,0
2635,100.951719123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000609111622907221,74.2914276123047,386.337829589844,0
2636,100.953899123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000656740972772241,77.2046890258789,373.573883056641,0
2637,100.956079123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000684858532622457,77.6676788330078,360.2607421875,0
2638,100.958259123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000710246444214135,77.1952133178711,346.905517578125,0
2639,100.960439123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000735634355805814,70.3067932128906,333.55029296875,0
2640,100.962619123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.0007605294813402,72.8609008789063,320.289978027344,0
2641,100.964799123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000776899745687842,76.1770172119141,307.828491210938,0
2642,100.966979123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000793270010035485,62.3882789611816,295.366973876953,0
2643,100.969159123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000809640274383128,63.7911605834961,282.905487060547,0
2644,100.971339123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000830041070003063,75.2237014770508,271.052856445313,0
2645,100.973519123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000863783177919686,76.1865615844727,260.738616943359,0
2646,100.975699123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000897525285836309,74.5226364135742,250.424377441406,0
2647,100.977879123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000931267451960593,70.8560791015625,240.110137939453,0
2648,100.980059123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000911560549866408,68.8399810791016,232.315551757813,0
2649,100.982239123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000814742932561785,72.325927734375,227.467681884766,0
2650,100.984419123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000717925315257162,70.0739059448242,222.619812011719,0
2651,100.986599123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000621107697952539,70.7538681030274,217.771942138672,0
2652,100.988779123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000580668565817177,72.2891616821289,212.541702270508,0
2653,100.990959123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000579936488065869,69.7772064208984,207.094787597656,0
2654,100.993139123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00057920441031456,68.4484405517578,201.647872924805,0
2655,100.995319123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00057847227435559,72.3652801513672,196.200958251953,0
2656,100.997499123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000600317900534719,72.0016021728516,185.805786132813,0
2657,100.999679123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000629133020993322,70.5708847045899,174.292449951172,0
2658,101.001859123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000657948199659586,68.1901321411133,162.77912902832,0
2659,101.004039123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000686763320118189,73.3248138427734,151.26579284668,0
2660,101.006219123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00071344495518133,75.0012512207031,144.734710693359,0
2661,101.008399123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00073999393498525,69.451904296875,138.238479614258,0
2662,101.010579123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000766542972996831,67.2886047363281,131.742248535156,0
2663,101.012759123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000795782543718815,67.9829483032227,124.503829956055,0
2664,101.014939123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000844966969452798,69.8683929443359,113.652770996094,0
2665,101.017119123,22.545366619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000894151395186782,62.8774337768555,102.801719665527,0
2666,101.019299123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000943335820920765,71.7989273071289,91.9506607055664,0
2667,101.021479123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00100528832990676,68.7598114013672,82.1193618774414,0
2668,101.023659123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00109757413156331,75.2484130859375,74.2003631591797,0
2669,101.025839123,22.545366619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00118985993321985,82.3805389404297,66.281364440918,0
